Hospital_Name,Quarter,Year,State,Acute_Care_Medicare_Patient_Days,Acute_Care_Medicaid_Patient_Days,Acute_Care_Self_Pay_Patient_Days,Acute_Care_Commercial_Patient_Days,Acute_Care_Other_Patient_Days,Acute_Care_Total_Patient_Days,Swing_Bed_Medicare_Patient_Days,Swing_Bed_Medicaid_Patient_Days,Swing_Bed_Self_Pay_Patient_Days,Swing_Bed_Commercial_Patient_Days,Swing_Bed_Other_Patient_Days,Swing_Bed_Total_Patient_Days,SNF_Medicare_Patient_Days,SNF_Medicaid_Patient_Days,SNF_Self_Pay_Patient_Days,SNF_Commercial_Patient_Days,SNF_Other_Patient_Days,SNF_Total_Patient_Days,Psych_Rehab_CDU_Medicare_Patient_Days,Psych_Rehab_CDU_Medicaid_Patient_Days,Psych_Rehab_CDU_Self_Pay_Patient_Days,Psych_Rehab_CDU_Commercial_Patient_Days,Psych_Rehab_CDU_Other_Patient_Days,Psych_Rehab_CDU_Total_Patient_Days,Total_Medicare_Patient_Days,Total_Medicaid_Patient_Days,Total_Self_Pay_Patient_Days,Total_Commercial_Patient_Days,Total_Other_Patient_Days,Total_Patient_Days,Total_Newborn_Days
St Michael Medical Center,4,2023,Washington,12726.0,3377.0,166.0,2729.0,1246.0,20244.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,12726.0,3377.0,166.0,2729.0,1246.0,20244.0,637.0
St. Anthony Hospital,1,2023,Washington,6071.0,930.0,95.0,1194.0,438.0,8728.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6071.0,930.0,95.0,1194.0,438.0,8728.0,0.0
St. Anthony Hospital,2,2023,Washington,6204.0,1017.0,21.0,1082.0,399.0,8723.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6204.0,1017.0,21.0,1082.0,399.0,8723.0,0.0
St. Anthony Hospital,3,2023,Washington,5771.0,937.0,67.0,1081.0,346.0,8202.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5771.0,937.0,67.0,1081.0,346.0,8202.0,0.0
St. Anthony Hospital,4,2023,Washington,6414.0,967.0,65.0,1016.0,494.0,8956.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6414.0,967.0,65.0,1016.0,494.0,8956.0,0.0
St. Anthony Hospital,1,2023,Oregon,385.0,281.0,4.0,31.0,185.0,886.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,385.0,281.0,4.0,31.0,185.0,886.0,112.0
St. Anthony Hospital,2,2023,Oregon,488.0,211.0,9.0,187.0,22.0,917.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,488.0,211.0,9.0,187.0,22.0,917.0,109.0
St. Anthony Hospital,3,2023,Oregon,382.0,256.0,4.0,210.0,26.0,878.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,382.0,256.0,4.0,210.0,26.0,878.0,150.0
St. Anthony Hospital,4,2023,Oregon,452.0,216.0,5.0,207.0,62.0,942.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,452.0,216.0,5.0,207.0,62.0,942.0,114.0
St. Charles Medical Center - Bend,1,2023,Oregon,0.0,0.0,258.0,2480.0,270.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,859.0,546.0,29,268.0,31.0,1733.0,0.0,0.0,287.0,2748.0,301.0,0.0,1736.0
St. Charles Medical Center - Bend,2,2023,Oregon,0.0,2891.0,184.0,2541.0,201.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,932.0,575.0,25,175.0,18.0,1725.0,0.0,0.0,209.0,2716.0,219.0,0.0,1105.0
St. Charles Medical Center - Bend,3,2023,Oregon,0.0,0.0,165.0,2467.0,342.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,899.0,575.0,51,162.0,24.0,1711.0,0.0,0.0,216.0,2629.0,366.0,0.0,1403.0
St. Charles Medical Center - Bend,4,2023,Oregon,0.0,2919.0,339.0,2736.0,211.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,835.0,523.0,39,284.0,34.0,1715.0,0.0,0.0,378.0,1980.0,245.0,0.0,1540.0
St. Charles Medical Center - Madras,1,2023,Oregon,287.0,195.0,2.0,32.0,0.0,516.0,257,64,21,2.0,19,363,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,544.0,259.0,23.0,34.0,19.0,879.0,75.0
St. Charles Medical Center - Madras,2,2023,Oregon,261.0,119.0,4.0,37.0,0.0,421.0,457,89,5,0.0,0,551,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,718.0,208.0,9.0,37.0,0.0,972.0,59.0
St. Charles Medical Center - Madras,3,2023,Oregon,311.0,140.0,4.0,30.0,0.0,485.0,244,43,0,0.0,0,287,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,555.0,183.0,4.0,30.0,0.0,772.0,43.0
St. Charles Medical Center - Madras,4,2023,Oregon,244.0,194.0,3.0,54.0,0.0,495.0,244,20,0,0.0,0,264,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,488.0,214.0,3.0,54.0,0.0,759.0,56.0
St. Charles Medical Center - Prineville,1,2023,Oregon,334.0,48.0,5.0,23.0,0.0,410.0,353,15,0,0.0,0,368,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,687.0,63.0,5.0,23.0,0.0,778.0,0.0
St. Charles Medical Center - Prineville,2,2023,Oregon,431.0,54.0,0.0,19.0,0.0,504.0,184,34,0,0.0,0,218,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,615.0,88.0,0.0,19.0,0.0,722.0,0.0
St. Charles Medical Center - Prineville,3,2023,Oregon,343.0,65.0,0.0,8.0,0.0,416.0,190,45,0,0.0,23,258,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,533.0,110.0,0.0,8.0,23.0,674.0,0.0
St. Charles Medical Center - Prineville,4,2023,Oregon,314.0,43.0,3.0,22.0,0.0,382.0,243,0,0,0.0,3,246,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,557.0,43.0,3.0,22.0,3.0,628.0,0.0
St. Charles Medical Center - Redmond,1,2023,Oregon,1604.0,318.0,12.0,256.0,4.0,2194.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1604.0,318.0,12.0,256.0,4.0,2194.0,0.0
St. Charles Medical Center - Redmond,2,2023,Oregon,1350.0,344.0,12.0,213.0,1.0,1920.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1350.0,344.0,12.0,213.0,1.0,1920.0,0.0
St. Charles Medical Center - Redmond,3,2023,Oregon,1142.0,181.0,19.0,228.0,16.0,1586.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1142.0,181.0,19.0,228.0,16.0,1586.0,0.0
St. Charles Medical Center - Redmond,4,2023,Oregon,1075.0,241.0,33.0,154.0,2.0,1505.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1075.0,241.0,33.0,154.0,2.0,1505.0,0.0
St. Clare Hospital,1,2023,Washington,5320.0,2379.0,305.0,456.0,518.0,8978.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5320.0,2379.0,305.0,456.0,518.0,8978.0,0.0
St. Clare Hospital,2,2023,Washington,4426.0,1970.0,-73.0,778.0,545.0,7646.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4426.0,1970.0,-73.0,778.0,545.0,7646.0,0.0
St. Clare Hospital,3,2023,Washington,4587.0,1626.0,202.0,952.0,542.0,7909.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4587.0,1626.0,202.0,952.0,542.0,7909.0,0.0
St. Clare Hospital,4,2023,Washington,4633.0,1754.0,174.0,705.0,405.0,7671.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,4633.0,1754.0,174.0,705.0,405.0,7671.0,0.0
St. Elizabeth Hospital,1,2023,Washington,649.0,180.0,17.0,322.0,26.0,1194.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,649.0,180.0,17.0,322.0,26.0,1194.0,92.0
St. Elizabeth Hospital,2,2023,Washington,527.0,259.0,-4.0,293.0,15.0,1090.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,527.0,259.0,-4.0,293.0,15.0,1090.0,91.0
St. Elizabeth Hospital,3,2023,Washington,645.0,223.0,12.0,288.0,43.0,1211.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,645.0,223.0,12.0,288.0,43.0,1211.0,131.0
St. Elizabeth Hospital,4,2023,Washington,754.0,136.0,6.0,245.0,37.0,1178.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,754.0,136.0,6.0,245.0,37.0,1178.0,105.0
St. Francis Hospital,1,2023,Washington,6022.0,2468.0,-66.0,1769.0,190.0,10383.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6022.0,2468.0,-66.0,1769.0,190.0,10383.0,375.0
St. Francis Hospital,2,2023,Washington,5549.0,2566.0,-16.0,1318.0,236.0,9653.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5549.0,2566.0,-16.0,1318.0,236.0,9653.0,402.0
St. Francis Hospital,3,2023,Washington,5813.0,1963.0,252.0,1398.0,214.0,9640.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5813.0,1963.0,252.0,1398.0,214.0,9640.0,496.0
St. Francis Hospital,4,2023,Washington,6167.0,2355.0,178.0,1602.0,215.0,10517.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6167.0,2355.0,178.0,1602.0,215.0,10517.0,485.0
St.Joseph Medical Center,1,2023,Washington,15609.0,8668.0,64.0,5821.0,1081.0,31243.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15609.0,8668.0,64.0,5821.0,1081.0,31243.0,1329.0
St.Joseph Medical Center,2,2023,Washington,14890.0,7198.0,636.0,6221.0,1477.0,30422.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,14890.0,7198.0,636.0,6221.0,1477.0,30422.0,1205.0
St.Joseph Medical Center,3,2023,Washington,15406.0,6546.0,803.0,6739.0,1401.0,30895.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15406.0,6546.0,803.0,6739.0,1401.0,30895.0,1169.0
St.Joseph Medical Center,4,2023,Washington,16032.0,7065.0,588.0,6463.0,1128.0,31276.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,16032.0,7065.0,588.0,6463.0,1128.0,31276.0,1199.0
Swedish Edmonds,1,2023,Washington,6384.0,2499.0,265.0,3734.0,320.0,13202.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6384.0,2499.0,265.0,3734.0,320.0,13202.0,500.0
Swedish Edmonds,2,2023,Washington,5745.0,2259.0,316.0,3606.0,388.0,12314.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,5745.0,2259.0,316.0,3606.0,388.0,12314.0,524.0
Swedish Edmonds,3,2023,Washington,6259.0,2400.0,370.0,3717.0,372.0,13118.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,6259.0,2400.0,370.0,3717.0,372.0,13118.0,680.0
Swedish Edmonds,4,2023,Washington,7005.0,2853.0,433.0,3949.0,316.0,14556.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,7005.0,2853.0,433.0,3949.0,316.0,14556.0,706.0
Swedish Health Services DBA Swedish Medical Cent,1,2023,Washington,15027.0,6900.0,421.0,15224.0,676.0,38248.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15027.0,6900.0,421.0,15224.0,676.0,38248.0,2785.0
Swedish Health Services DBA Swedish Medical Cent,2,2023,Washington,14387.0,6011.0,486.0,14854.0,506.0,36244.0,0,0,0,0.0,0,0,0,0,0,0.0,6,6,0.0,0.0,0,0.0,0.0,0.0,14387.0,6011.0,486.0,14854.0,512.0,36250.0,3037.0
Swedish Health Services DBA Swedish Medical Cent,3,2023,Washington,14336.0,5941.0,470.0,14384.0,515.0,35646.0,0,0,0,0.0,0,0,0,0,0,0.0,-5,-5,0.0,0.0,0,0.0,0.0,0.0,14336.0,5941.0,470.0,14384.0,510.0,35641.0,4902.0
Swedish Health Services DBA Swedish Medical Cent,4,2023,Washington,15457.0,7086.0,564.0,15374.0,705.0,39186.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15457.0,7086.0,564.0,15374.0,705.0,39186.0,6222.0
Swedish Health Services DBA Swedish Medical Cente,1,2023,Washington,7259.0,1646.0,115.0,3885.0,357.0,13262.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,7259.0,1646.0,115.0,3885.0,357.0,13262.0,0.0
Swedish Health Services DBA Swedish Medical Cente,2,2023,Washington,7454.0,1603.0,138.0,3998.0,335.0,13528.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,7454.0,1603.0,138.0,3998.0,335.0,13528.0,0.0
Swedish Health Services DBA Swedish Medical Cente,3,2023,Washington,7463.0,1683.0,164.0,3980.0,273.0,13563.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,7463.0,1683.0,164.0,3980.0,273.0,13563.0,0.0
Swedish Health Services DBA Swedish Medical Cente,4,2023,Washington,7997.0,1612.0,117.0,4171.0,385.0,14282.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,7997.0,1612.0,117.0,4171.0,385.0,14282.0,0.0
Swedish Issaquah,1,2023,Washington,3005.0,872.0,100.0,3489.0,195.0,7661.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3005.0,872.0,100.0,3489.0,195.0,7661.0,783.0
Swedish Issaquah,2,2023,Washington,2728.0,694.0,103.0,3300.0,106.0,6931.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2728.0,694.0,103.0,3300.0,106.0,6931.0,816.0
Swedish Issaquah,3,2023,Washington,2828.0,805.0,123.0,3500.0,189.0,7445.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2828.0,805.0,123.0,3500.0,189.0,7445.0,883.0
Swedish Issaquah,4,2023,Washington,3028.0,826.0,91.0,3732.0,192.0,7869.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3028.0,826.0,91.0,3732.0,192.0,7869.0,893.0
Tacoma General / Allenmore,1,2023,Washington,16043.0,11300.0,-152.0,4999.0,4853.0,37043.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,16043.0,11300.0,-152.0,4999.0,4853.0,37043.0,1008.0
Tacoma General / Allenmore,2,2023,Washington,15817.0,11136.0,-170.0,4993.0,4553.0,36329.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,15817.0,11136.0,-170.0,4993.0,4553.0,36329.0,1130.0
Tacoma General / Allenmore,3,2023,Washington,11281.0,8413.0,331.0,498.0,7807.0,28330.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,11281.0,8413.0,331.0,498.0,7807.0,28330.0,1154.0
Tacoma General / Allenmore,4,2023,Washington,16783.0,10493.0,432.0,510.0,9030.0,37248.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,16783.0,10493.0,432.0,510.0,9030.0,37248.0,5933.0
Three Rivers Hospital,1,2023,Washington,79.0,3.0,0.0,11.0,8.0,101.0,105,0,0,0.0,48,153,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,184.0,3.0,0.0,11.0,56.0,254.0,0.0
Three Rivers Hospital,2,2023,Washington,92.0,19.0,11.0,2.0,14.0,138.0,112,0,0,0.0,5,117,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,204.0,19.0,11.0,2.0,19.0,255.0,0.0
Three Rivers Hospital,3,2023,Washington,94.0,13.0,20.0,6.0,0.0,133.0,120,0,0,0.0,0,120,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,214.0,13.0,20.0,6.0,0.0,253.0,0.0
Three Rivers Hospital,4,2023,Washington,91.0,26.0,5.0,46.0,0.0,168.0,104,0,0,0.0,0,104,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,195.0,26.0,5.0,46.0,0.0,272.0,0.0
Tri-State Memorial Hospital,1,2023,Washington,850.0,87.0,14.0,0.0,139.0,1090.0,37,0,0,0.0,0,37,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,887.0,87.0,14.0,0.0,139.0,1127.0,0.0
Tri-State Memorial Hospital,2,2023,Washington,739.0,132.0,3.0,0.0,128.0,1002.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,739.0,132.0,3.0,0.0,128.0,1002.0,0.0
Tri-State Memorial Hospital,3,2023,Washington,801.0,70.0,2.0,0.0,133.0,1006.0,11,0,0,0.0,0,11,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,812.0,70.0,2.0,0.0,133.0,1017.0,0.0
Tri-State Memorial Hospital,4,2023,Washington,741.0,87.0,4.0,0.0,109.0,941.0,34,0,0,0.0,0,34,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,775.0,87.0,4.0,0.0,109.0,975.0,0.0
University of Washington Medical Center,1,2023,Washington,21532.0,11074.0,0.0,15920.0,2416.0,50942.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,2192.0,261.0,0,438.0,92.0,2983.0,23724.0,11335.0,0.0,16358.0,2508.0,53925.0,1360.0
University of Washington Medical Center,2,2023,Washington,19838.0,10476.0,0.0,15601.0,1887.0,47802.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,2922.0,139.0,0,421.0,103.0,3585.0,22760.0,10615.0,0.0,16022.0,1990.0,51387.0,1397.0
University of Washington Medical Center,3,2023,Washington,21006.0,10694.0,0.0,15953.0,2280.0,49933.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,2503.0,607.0,0,440.0,131.0,3681.0,23509.0,11301.0,0.0,16393.0,2411.0,53614.0,0.0
University of Washington Medical Center,4,2023,Washington,20981.0,11171.0,0.0,17460.0,2161.0,51773.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1891.0,667.0,0,473.0,53.0,3084.0,22872.0,11838.0,0.0,17933.0,2214.0,54857.0,0.0
Valley Hospital and Medical Center,1,2023,Washington,3221.0,1066.0,30.0,432.0,632.0,5381.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3221.0,1066.0,30.0,432.0,632.0,5381.0,189.0
Valley Hospital and Medical Center,2,2023,Washington,3133.0,993.0,22.0,428.0,548.0,5124.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3133.0,993.0,22.0,428.0,548.0,5124.0,215.0
Valley Hospital and Medical Center,3,2023,Washington,7420.0,3973.0,184.0,303.0,3861.0,15741.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,7420.0,3973.0,184.0,303.0,3861.0,15741.0,220.0
Valley Hospital and Medical Center,4,2023,Washington,3044.0,1484.0,357.0,107.0,2499.0,7491.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,3044.0,1484.0,357.0,107.0,2499.0,7491.0,1117.0
Valley Medical Center,1,2023,Washington,12883.0,5462.0,0.0,0.0,3075.0,21420.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,12883.0,5462.0,0.0,0.0,3075.0,21420.0,846.0
Valley Medical Center,2,2023,Washington,11427.0,5205.0,0.0,0.0,3973.0,20605.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,11427.0,5205.0,0.0,0.0,3973.0,20605.0,923.0
Valley Medical Center,3,2023,Washington,10665.0,5167.0,241.0,4806.0,517.0,21396.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,10665.0,5167.0,241.0,4806.0,517.0,21396.0,1011.0
Valley Medical Center,4,2023,Washington,11681.0,5218.0,361.0,4649.0,335.0,22244.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,11681.0,5218.0,361.0,4649.0,335.0,22244.0,993.0
Virginia Mason Medical Center,1,2023,Washington,9595.0,1735.0,280.0,3368.0,141.0,15119.0,0,0,0,0.0,0,0,0,2665,0,0.0,0,2665,0.0,0.0,0,0.0,0.0,0.0,9595.0,4400.0,280.0,3368.0,141.0,17784.0,222.0
Virginia Mason Medical Center,2,2023,Washington,10532.0,1804.0,328.0,3656.0,230.0,16550.0,0,0,0,0.0,0,0,0,2752,0,0.0,0,2752,0.0,0.0,0,0.0,0.0,0.0,10532.0,4556.0,328.0,3656.0,230.0,19302.0,255.0
Virginia Mason Medical Center,3,2023,Washington,9192.0,2070.0,361.0,3814.0,256.0,15693.0,0,0,0,0.0,0,0,0,2646,0,0.0,0,2646,0.0,0.0,0,0.0,0.0,0.0,9192.0,4716.0,361.0,3814.0,256.0,18339.0,210.0
Virginia Mason Medical Center,4,2023,Washington,9415.0,1777.0,199.0,3641.0,219.0,15251.0,0,0,0,0.0,0,0,0,2804,0,0.0,0,2804,0.0,0.0,0,0.0,0.0,0.0,9415.0,4581.0,199.0,3641.0,219.0,18055.0,231.0
Wallowa Memorial Hospital,1,2023,Oregon,140.0,29.0,1.0,13.0,26.0,209.0,217,49,0,0.0,0,266,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,357.0,78.0,1.0,13.0,26.0,475.0,9.0
Wallowa Memorial Hospital,2,2023,Oregon,125.0,33.0,2.0,31.0,21.0,212.0,152,25,0,0.0,0,177,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,277.0,58.0,2.0,31.0,21.0,389.0,22.0
Wallowa Memorial Hospital,3,2023,Oregon,134.0,36.0,4.0,47.0,48.0,269.0,102,11,0,6.0,0,119,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,236.0,47.0,4.0,53.0,48.0,388.0,29.0
Wallowa Memorial Hospital,4,2023,Oregon,145.0,22.0,0.0,52.0,21.0,240.0,154,4,0,21.0,0,179,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,299.0,26.0,0.0,73.0,21.0,419.0,8.0
Wellfound Behavioral Health Hospital,1,2023,Washington,1237.0,3231.0,0.0,626.0,397.0,5491.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1237.0,3231.0,0.0,626.0,397.0,5491.0,0.0
Wellfound Behavioral Health Hospital,2,2023,Washington,1715.0,3480.0,0.0,678.0,518.0,6391.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1715.0,3480.0,0.0,678.0,518.0,6391.0,0.0
Wellfound Behavioral Health Hospital,3,2023,Washington,1724.0,3444.0,0.0,584.0,305.0,6057.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1724.0,3444.0,0.0,584.0,305.0,6057.0,0.0
Wellfound Behavioral Health Hospital,4,2023,Washington,2324.0,3483.0,0.0,627.0,293.0,6727.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,2324.0,3483.0,0.0,627.0,293.0,6727.0,0.0
Whidbey Island Public Hospital District,1,2023,Washington,631.0,124.0,45.0,226.0,26.0,1052.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,631.0,124.0,45.0,226.0,26.0,1052.0,66.0
Whidbey Island Public Hospital District,2,2023,Washington,780.0,152.0,2.0,255.0,22.0,1211.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,780.0,152.0,2.0,255.0,22.0,1211.0,109.0
Whidbey Island Public Hospital District,3,2023,Washington,580.0,206.0,8.0,352.0,32.0,1178.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,580.0,206.0,8.0,352.0,32.0,1178.0,134.0
Whidbey Island Public Hospital District,4,2023,Washington,878.0,139.0,0.0,288.0,56.0,1361.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,878.0,139.0,0.0,288.0,56.0,1361.0,106.0
Whitman Hospital & Medical Clinics,1,2023,Washington,0.0,0.0,0.0,0.0,358.0,358.0,217,0,0,0.0,0,217,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,358.0,575.0,16.0
Whitman Hospital & Medical Clinics,2,2023,Washington,0.0,0.0,0.0,0.0,249.0,249.0,119,0,0,0.0,0,119,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,249.0,368.0,12.0
Whitman Hospital & Medical Clinics,3,2023,Washington,0.0,0.0,0.0,0.0,274.0,274.0,94,0,0,0.0,0,94,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,274.0,368.0,12.0
Whitman Hospital & Medical Clinics,4,2023,Washington,0.0,0.0,0.0,0.0,255.0,255.0,150,0,0,0.0,0,150,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,255.0,405.0,19.0
Willamette Valley Medical Center,1,2023,Oregon,1628.0,411.0,26.0,279.0,110.0,2454.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,365.0,6.0,0,5.0,8.0,384.0,1993.0,417.0,26.0,284.0,118.0,2838.0,17.0
