State,Hospital_Name,Year,Quarter,Acute_Care_Medicare_Discharges,Acute_Care_Medicaid_Discharges,Acute_Care_Self_Pay_Discharges,Acute_Care_Commercial_Discharges,Acute_Care_Other_Discharges,Acute_Care_Total_Discharges,Swing_Bed_Medicare_Discharges,Swing_Bed_Medicaid_Discharges,Swing_Bed_Self_Pay_Discharges,Swing_Bed_Commercial_Discharges,Swing_Bed_Other_Discharges,Swing_Bed_Total_Discharges,SNF_Subacute_LTC_Medicare_Discharges,SNF_Subacute_LTC_Medicaid_Discharges,SNF_Subacute_LTC_Self_Pay_Discharges,SNF_Subacute_LTC_Commercial_Discharges,SNF_Subacute_LTC_Other_Discharges,SNF_Subacute_LTC_Total_Discharges,Psych_Rehab_CDU_Medicare_Discharges,Psych_Rehab_CDU_Medicaid_Discharges,Psych_Rehab_CDU_Self_Pay_Discharges,Psych_Rehab_CDU_Commercial_Discharges,Psych_Rehab_CDU_Other_Discharges,Psych_Rehab_CDU_Total_Discharges,Total_Medicare_Discharges,Total_Medicaid_Discharges,Total_Self_Pay_Discharges,Total_Commercial_Discharges,Total_Other_Discharges,Total_Discharges,Total_Inpatient_Surgeries,Total_Births,Number_of_Admissions_from_ER,Emergency_Room_Visits,Outpatient_Surgery_Visits,Observation_Visits,Home_Health_Visits,Total_Outpatient_Visits
OR,Lower Umpqua Hospital,2019,4,39.0,9,2,0.0,12,62.0,8,0,0,0.0,2,10,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,47.0,9,2,0.0,14,72.0,22.0,0,51.0,974.0,115.0,61,0.0,5175.0
OR,Lower Umpqua Hospital,2020,1,53.0,9,0,0.0,8,70.0,10,0,0,0.0,0,10,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,63.0,9,0,0.0,8,80.0,19.0,0,52.0,937.0,105.0,69,0.0,5024.0
OR,Lower Umpqua Hospital,2020,2,39.0,10,3,0.0,10,62.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,48.0,10,3,0.0,10,71.0,11.0,0,47.0,867.0,60.0,47,0.0,3590.0
OR,Lower Umpqua Hospital,2020,3,39.0,12,0,0.0,7,58.0,8,0,0,0.0,0,8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,47.0,12,0,0.0,7,66.0,14.0,0,0.0,1028.0,113.0,53,0.0,6105.0
OR,Lower Umpqua Hospital,2020,4,41.0,4,0,0.0,7,52.0,17,0,0,0.0,0,17,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,58.0,4,0,0.0,7,69.0,11.0,0,0.0,840.0,113.0,43,0.0,5769.0
OR,Lower Umpqua Hospital,2021,1,53.0,6,0,8.0,6,73.0,6,0,0,0.0,0,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,59.0,6,0,8.0,6,79.0,23.0,0,49.0,772.0,130.0,48,0.0,0.0
OR,Lower Umpqua Hospital,2021,2,40.0,9,0,3.0,3,55.0,12,0,0,0.0,0,12,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,52.0,9,0,3.0,3,67.0,16.0,0,44.0,1001.0,141.0,47,0.0,0.0
OR,Lower Umpqua Hospital,2021,3,49.0,12,0,5.0,2,68.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,58.0,12,0,5.0,2,77.0,17.0,0,48.0,1239.0,142.0,50,0.0,0.0
OR,Lower Umpqua Hospital,2021,4,55.0,17,0,6.0,11,89.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,64.0,17,0,6.0,11,98.0,25.0,0,61.0,1007.0,120.0,44,0.0,0.0
OR,Lower Umpqua Hospital,2022,1,45.0,6,0,3.0,6,60.0,13,0,0,0.0,0,13,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,58.0,6,0,3.0,6,73.0,14.0,0,49.0,943.0,137.0,36,0.0,0.0
OR,Lower Umpqua Hospital,2022,2,43.0,8,0,4.0,6,61.0,17,0,0,0.0,0,17,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,60.0,8,0,4.0,6,78.0,15.0,0,41.0,1138.0,161.0,49,0.0,0.0
OR,Lower Umpqua Hospital,2022,3,57.0,14,0,4.0,8,83.0,13,0,0,0.0,0,13,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,70.0,14,0,4.0,8,96.0,16.0,0,61.0,1370.0,158.0,52,0.0,0.0
OR,Lower Umpqua Hospital,2022,4,53.0,19,2,2.0,3,79.0,9,0,0,0.0,0,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,62.0,19,2,2.0,3,88.0,11.0,0,77.0,1294.0,144.0,45,0.0,0.0
OR,Lower Umpqua Hospital,2023,1,43.0,5,0,3.0,5,56.0,16,0,0,0.0,0,16,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,59.0,5,0,3.0,5,72.0,10.0,0,54.0,1057.0,150.0,38,0.0,0.0
OR,Lower Umpqua Hospital,2023,2,40.0,5,0,3.0,5,53.0,16,0,0,0.0,0,16,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,56.0,5,0,3.0,5,69.0,9.0,0,59.0,1207.0,165.0,37,0.0,0.0
OR,Lower Umpqua Hospital,2023,3,45.0,12,0,2.0,2,61.0,19,3,0,0.0,0,22,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,64.0,15,0,2.0,2,83.0,8.0,0,66.0,1407.0,142.0,56,0.0,0.0
OR,Lower Umpqua Hospital,2023,4,36.0,8,0,2.0,7,53.0,11,3,0,0.0,0,14,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,47.0,11,0,2.0,7,67.0,8.0,0,67.0,1147.0,119.0,57,0.0,0.0
OR,Lower Umpqua Hospital,2024,1,39.0,10,0,5.0,9,63.0,23,3,0,0.0,3,29,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,62.0,13,0,5.0,12,92.0,23.0,0,63.0,1179.0,109.0,36,0.0,0.0
OR,Lower Umpqua Hospital,2024,2,38.0,3,1,1.0,7,50.0,13,0,1,0.0,2,16,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,51.0,3,2,1.0,9,66.0,16.0,0,42.0,1232.0,114.0,40,0.0,0.0
OR,Lower Umpqua Hospital,2024,3,32.0,12,1,2.0,12,59.0,14,2,2,0.0,6,24,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,46.0,14,3,2.0,18,83.0,6.0,0,51.0,1394.0,89.0,29,0.0,6293.0
OR,Lower Umpqua Hospital,2024,4,32.0,11,0,5.0,2,50.0,22,4,0,1.0,1,28,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,54.0,15,0,6.0,3,78.0,15.0,0,50.0,1136.0,98.0,29,0.0,5864.0
OR,Mercy Medical Center,2007,1,1129.0,430,198,0.0,545,2302.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,86.0,73,99,0.0,116,374.0,1215.0,503,297,0.0,661,2676.0,545.0,218,1549.0,8071.0,183.0,0,4272.0,56061.0
OR,Mercy Medical Center,2007,2,1191.0,408,173,0.0,488,2260.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,80.0,38,77,0.0,102,297.0,1271.0,446,250,0.0,590,2557.0,569.0,249,1481.0,8059.0,183.0,0,4378.0,57301.0
OR,Mercy Medical Center,2007,3,1031.0,315,172,0.0,550,2068.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,73.0,193,86,0.0,-93,259.0,1104.0,508,258,0.0,457,2327.0,519.0,251,1344.0,8178.0,185.0,0,3720.0,55370.0
OR,Mercy Medical Center,2007,4,1128.0,370,217,0.0,472,2187.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,32.0,67,17,0.0,-42,74.0,1160.0,437,234,0.0,430,2261.0,551.0,247,1429.0,7737.0,187.0,0,3780.0,54910.0
OR,Mercy Medical Center,2008,1,1230.0,420,182,0.0,420,2252.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,25.0,0,0,0.0,0,25.0,1255.0,420,182,0.0,420,2277.0,518.0,240,1458.0,7966.0,160.0,0,4059.0,59263.0
OR,Mercy Medical Center,2008,2,1295.0,457,201,0.0,465,2418.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,29.0,0,0,0.0,7,36.0,1324.0,457,201,0.0,472,2454.0,553.0,259,1531.0,8106.0,158.0,0,4313.0,59890.0
OR,Mercy Medical Center,2008,3,1089.0,426,211,0.0,421,2147.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,16.0,0,1,0.0,10,27.0,1105.0,426,212,0.0,431,2174.0,524.0,272,1338.0,8427.0,177.0,0,4227.0,60069.0
OR,Mercy Medical Center,2008,4,1041.0,387,203,0.0,398,2029.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,15.0,0,0,0.0,0,15.0,1056.0,387,203,0.0,398,2044.0,483.0,213,1286.0,7778.0,734.0,0,4292.0,60370.0
OR,Mercy Medical Center,2009,1,1080.0,419,238,0.0,368,2105.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,4.0,0,0,0.0,3,7.0,1084.0,419,238,0.0,371,2112.0,487.0,216,1443.0,9313.0,1022.0,0,3937.0,64519.0
OR,Mercy Medical Center,2009,2,1034.0,502,147,0.0,285,1968.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1034.0,502,147,0.0,285,1968.0,469.0,260,1252.0,9740.0,1054.0,0,4108.0,66209.0
OR,Mercy Medical Center,2009,3,755.0,414,164,0.0,417,1750.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,755.0,414,164,0.0,417,1750.0,417.0,221,1138.0,9793.0,1000.0,0,4163.0,68463.0
OR,Mercy Medical Center,2009,4,909.0,425,163,0.0,297,1794.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,909.0,425,163,0.0,297,1794.0,439.0,229,1191.0,10465.0,1002.0,0,4047.0,68268.0
OR,Mercy Medical Center,2010,1,952.0,442,158,0.0,316,1868.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,952.0,442,158,0.0,316,1868.0,408.0,210,1341.0,10288.0,960.0,0,4596.0,68388.0
OR,Mercy Medical Center,2010,2,987.0,422,168,0.0,252,1829.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,987.0,422,168,0.0,252,1829.0,415.0,229,1282.0,10372.0,970.0,0,4633.0,67600.0
OR,Mercy Medical Center,2010,3,949.0,461,143,0.0,266,1819.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,949.0,461,143,0.0,266,1819.0,351.0,243,1269.0,10553.0,962.0,0,4320.0,67637.0
OR,Mercy Medical Center,2010,4,1041.0,386,140,0.0,294,1861.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1041.0,386,140,0.0,294,1861.0,408.0,198,1328.0,10327.0,991.0,0,4988.0,70408.0
OR,Mercy Medical Center,2011,1,1076.0,467,111,0.0,240,1894.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1076.0,467,111,0.0,240,1894.0,388.0,205,1376.0,10559.0,955.0,0,5497.0,72540.0
OR,Mercy Medical Center,2011,2,1029.0,569,124,0.0,213,1935.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1029.0,569,124,0.0,213,1935.0,380.0,265,1349.0,10519.0,1046.0,0,5015.0,72173.0
OR,Mercy Medical Center,2011,3,980.0,452,123,0.0,323,1878.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,980.0,452,123,0.0,323,1878.0,403.0,226,1372.0,10700.0,890.0,0,5035.0,71404.0
OR,Mercy Medical Center,2011,4,960.0,471,131,0.0,320,1882.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,960.0,471,131,0.0,320,1882.0,416.0,242,1362.0,10046.0,1004.0,0,4910.0,74120.0
OR,Mercy Medical Center,2012,1,1040.0,467,119,0.0,300,1926.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1040.0,467,119,0.0,300,1926.0,391.0,234,1439.0,10381.0,948.0,0,4511.0,85401.0
OR,Mercy Medical Center,2012,2,985.0,405,104,0.0,289,1783.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,985.0,405,104,0.0,289,1783.0,385.0,226,1334.0,10061.0,898.0,0,4538.0,82983.0
OR,Mercy Medical Center,2012,3,937.0,466,120,0.0,263,1786.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,937.0,466,120,0.0,263,1786.0,401.0,259,1343.0,10377.0,787.0,0,4187.0,80526.0
OR,Mercy Medical Center,2012,4,938.0,414,107,0.0,236,1695.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,938.0,414,107,0.0,236,1695.0,386.0,217,1241.0,9824.0,884.0,0,4613.0,82694.0
OR,Mercy Medical Center,2013,1,984.0,446,120,0.0,263,1813.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,984.0,446,120,0.0,263,1813.0,390.0,218,1329.0,10724.0,821.0,0,4688.0,85766.0
OR,Mercy Medical Center,2013,2,981.0,409,126,0.0,313,1829.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,981.0,409,126,0.0,313,1829.0,411.0,232,1333.0,10449.0,991.0,0,4942.0,87084.0
OR,Mercy Medical Center,2013,3,948.0,407,115,0.0,338,1808.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,948.0,407,115,0.0,338,1808.0,368.0,233,1355.0,10375.0,937.0,0,4488.0,84471.0
OR,Mercy Medical Center,2013,4,896.0,382,113,0.0,326,1717.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,896.0,382,113,0.0,326,1717.0,378.0,221,1318.0,9989.0,944.0,0,4096.0,86111.0
OR,Mercy Medical Center,2014,1,982.0,510,58,0.0,262,1812.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,982.0,510,58,0.0,262,1812.0,356.0,227,1366.0,10270.0,905.0,0,4370.0,88612.0
OR,Mercy Medical Center,2014,2,906.0,522,17,0.0,241,1686.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,906.0,522,17,0.0,241,1686.0,345.0,235,1280.0,10303.0,1014.0,0,4858.0,90086.0
OR,Mercy Medical Center,2014,3,883.0,528,21,0.0,247,1679.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,883.0,528,21,0.0,247,1679.0,362.0,221,1308.0,10323.0,992.0,0,4356.0,92022.0
OR,Mercy Medical Center,2014,4,933.0,566,21,0.0,241,1761.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,933.0,566,21,0.0,241,1761.0,377.0,248,1350.0,10138.0,924.0,0,4253.0,93633.0
OR,Mercy Medical Center,2015,1,1012.0,630,14,0.0,236,1892.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1012.0,630,14,0.0,236,1892.0,353.0,219,1450.0,10866.0,868.0,0,4023.0,96352.0
OR,Mercy Medical Center,2015,2,933.0,565,29,0.0,265,1792.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,933.0,565,29,0.0,265,1792.0,360.0,228,1363.0,10505.0,977.0,0,4145.0,95862.0
OR,Mercy Medical Center,2015,3,911.0,552,20,0.0,249,1732.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,911.0,552,20,0.0,249,1732.0,362.0,237,1309.0,10394.0,910.0,0,4906.0,96855.0
OR,Mercy Medical Center,2015,4,1018.0,538,13,0.0,264,1833.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1018.0,538,13,0.0,264,1833.0,385.0,215,1396.0,9815.0,999.0,0,4908.0,94932.0
OR,Mercy Medical Center,2016,1,1040.0,519,36,0.0,263,1858.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1040.0,519,36,0.0,263,1858.0,387.0,222,1432.0,10994.0,1055.0,0,5294.0,102041.0
OR,Mercy Medical Center,2016,2,958.0,545,23,0.0,226,1752.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,958.0,545,23,0.0,226,1752.0,364.0,222,1370.0,10638.0,1018.0,0,5442.0,99589.0
OR,Mercy Medical Center,2016,3,936.0,567,19,0.0,223,1745.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,936.0,567,19,0.0,223,1745.0,356.0,231,1301.0,10001.0,919.0,0,5239.0,95693.0
OR,Mercy Medical Center,2016,4,1053.0,503,18,0.0,241,1815.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1053.0,503,18,0.0,241,1815.0,373.0,222,1480.0,10895.0,1025.0,0,5167.0,97535.0
OR,Mercy Medical Center,2017,1,1104.0,569,21,0.0,223,1917.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,1104.0,569,21,0.0,223,1917.0,414.0,213,1534.0,10084.0,997.0,0,5520.0,100237.0
OR,Mercy Medical Center,2017,2,966.0,533,18,0.0,218,1735.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,966.0,533,18,0.0,218,1735.0,358.0,235,1353.0,10759.0,1081.0,0,5671.0,104348.0
OR,Mercy Medical Center,2017,3,905.0,485,28,0.0,209,1627.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,905.0,485,28,0.0,209,1627.0,317.0,172,1357.0,10523.0,967.0,0,4733.0,99024.0
OR,Mercy Medical Center,2017,4,981.0,583,30,0.0,245,1839.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,981.0,583,30,0.0,245,1839.0,430.0,233,1404.0,10301.0,1062.0,0,4880.0,104971.0
OR,Mercy Medical Center,2018,1,945.0,534,33,0.0,230,1742.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,945.0,534,33,0.0,230,1742.0,332.0,215,1432.0,10779.0,968.0,0,5114.0,108555.0
OR,Mercy Medical Center,2018,2,973.0,552,34,0.0,175,1734.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,973.0,552,34,0.0,175,1734.0,314.0,233,1431.0,10177.0,1008.0,0,5115.0,106688.0
OR,Mercy Medical Center,2018,3,854.0,501,20,0.0,204,1579.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,854.0,501,20,0.0,204,1579.0,275.0,212,1282.0,9608.0,988.0,0,5695.0,103596.0
OR,Mercy Medical Center,2018,4,853.0,480,29,0.0,238,1600.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,853.0,480,29,0.0,238,1600.0,314.0,218,1306.0,9257.0,1096.0,0,5396.0,105526.0
OR,Mercy Medical Center,2019,1,920.0,520,36,0.0,163,1639.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,920.0,520,36,0.0,163,1639.0,257.0,220,1370.0,9257.0,892.0,0,4815.0,103878.0
OR,Mercy Medical Center,2019,2,937.0,531,37,0.0,152,1657.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,937.0,531,37,0.0,152,1657.0,269.0,230,1369.0,9717.0,1042.0,0,4828.0,108430.0
OR,Mercy Medical Center,2019,3,933.0,491,48,0.0,147,1619.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,933.0,491,48,0.0,147,1619.0,285.0,221,1312.0,9646.0,941.0,0,4242.0,108252.0
OR,Mercy Medical Center,2019,4,806.0,521,24,0.0,273,1624.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,806.0,521,24,0.0,273,1624.0,298.0,204,1328.0,9520.0,966.0,0,4344.0,109606.0
OR,Mercy Medical Center,2020,1,771.0,625,34,0.0,272,1702.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,771.0,625,34,0.0,272,1702.0,266.0,238,1392.0,9201.0,741.0,0,4747.0,105488.0
OR,Mercy Medical Center,2020,2,628.0,452,17,0.0,268,1365.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,628.0,452,17,0.0,268,1365.0,226.0,207,1129.0,6907.0,776.0,0,4300.0,90058.0
OR,Mercy Medical Center,2020,3,752.0,498,30,0.0,334,1614.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,752.0,498,30,0.0,334,1614.0,278.0,181,1329.0,8034.0,1014.0,0,4793.0,105697.0
OR,Mercy Medical Center,2020,4,772.0,474,20,0.0,275,1541.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,772.0,474,20,0.0,275,1541.0,260.0,201,1265.0,7386.0,996.0,0,4700.0,103512.0
OR,Mercy Medical Center,2021,1,751.0,470,31,6.0,330,1588.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,751.0,470,31,6.0,330,1588.0,274.0,148,1335.0,0.0,922.0,0,0.0,0.0
OR,Mercy Medical Center,2021,2,727.0,514,5,30.0,495,1771.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,727.0,514,5,30.0,495,1771.0,261.0,195,1261.0,0.0,996.0,0,0.0,0.0
OR,Mercy Medical Center,2021,3,742.0,510,50,223.0,115,1640.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,742.0,510,50,223.0,115,1640.0,240.0,160,1381.0,0.0,711.0,0,0.0,0.0
OR,Mercy Medical Center,2021,4,734.0,580,13,14.0,285,1626.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,734.0,580,13,14.0,285,1626.0,275.0,146,1369.0,0.0,1026.0,0,0.0,0.0
OR,Mercy Medical Center,2022,1,724.0,434,94,6.0,268,1526.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,724.0,434,94,6.0,268,1526.0,231.0,136,1271.0,0.0,996.0,0,0.0,0.0
OR,Mercy Medical Center,2022,2,736.0,513,16,9.0,259,1533.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,736.0,513,16,9.0,259,1533.0,243.0,155,1283.0,0.0,1105.0,0,0.0,0.0
OR,Mercy Medical Center,2022,3,746.0,492,17,48.0,249,1552.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,746.0,492,17,48.0,249,1552.0,273.0,149,1228.0,0.0,1067.0,0,0.0,0.0
OR,Mercy Medical Center,2022,4,772.0,551,16,29.0,240,1608.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,772.0,551,16,29.0,240,1608.0,237.0,152,1287.0,0.0,1107.0,0,0.0,0.0
OR,Mercy Medical Center,2023,1,783.0,406,4,212.0,169,1574.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,783.0,406,4,212.0,169,1574.0,286.0,152,1282.0,0.0,1112.0,1138,0.0,0.0
OR,Mercy Medical Center,2023,2,753.0,371,12,240.0,178,1554.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,753.0,371,12,240.0,178,1554.0,257.0,146,1280.0,0.0,1156.0,1157,1497.0,0.0
OR,Mercy Medical Center,2023,3,820.0,425,23,256.0,188,1712.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,820.0,425,23,256.0,188,1712.0,283.0,180,1384.0,0.0,1089.0,1075,1616.0,0.0
OR,Mercy Medical Center,2023,4,791.0,411,11,241.0,151,1605.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,791.0,411,11,241.0,151,1605.0,303.0,154,1308.0,0.0,1132.0,1117,1731.0,0.0
OR,Mercy Medical Center,2024,1,824.0,385,7,210.0,183,1609.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,824.0,385,7,210.0,183,1609.0,265.0,150,1452.0,0.0,1246.0,1049,1831.0,0.0
OR,Mercy Medical Center,2024,2,820.0,415,15,225.0,183,1658.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,820.0,415,15,225.0,183,1658.0,296.0,168,1340.0,0.0,1381.0,1201,2023.0,0.0
OR,Mercy Medical Center,2024,3,800.0,430,32,249.0,157,1668.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,800.0,430,32,249.0,157,1668.0,293.0,165,1344.0,8852.0,1291.0,1230,1866.0,140513.0
OR,Mercy Medical Center,2024,4,843.0,459,29,230.0,170,1731.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,843.0,459,29,230.0,170,1731.0,334.0,136,1420.0,8453.0,1518.0,1101,1798.0,143056.0
OR,Salem Hospital,2007,1,2102.0,689,0,0.0,1973,4764.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,97.0,13,0,0.0,181,291.0,2199.0,702,0,0.0,2154,5055.0,1795.0,904,2010.0,18458.0,1110.0,4630,16433.0,131142.0
OR,Salem Hospital,2007,2,1986.0,725,0,0.0,1939,4650.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,89.0,15,0,0.0,156,260.0,2075.0,740,0,0.0,2095,4910.0,1839.0,975,1740.0,18181.0,1149.0,4809,16379.0,130770.0
OR,Salem Hospital,2007,3,1980.0,769,0,0.0,1874,4623.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,101.0,17,0,0.0,111,229.0,2081.0,786,0,0.0,1985,4852.0,1867.0,1031,1737.0,18123.0,1034.0,4734,15513.0,127616.0
OR,Salem Hospital,2007,4,2206.0,694,0,0.0,1885,4785.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,119.0,20,0,0.0,138,277.0,2325.0,714,0,0.0,2023,5062.0,1835.0,861,2014.0,17773.0,1159.0,4710,16021.0,128331.0
OR,Salem Hospital,2008,1,2171.0,777,0,0.0,1808,4756.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,90.0,26,0,0.0,146,262.0,2261.0,803,0,0.0,1954,5018.0,1854.0,872,2098.0,19200.0,1067.0,4649,15703.0,133037.0
OR,Salem Hospital,2008,2,2219.0,750,0,0.0,1892,4861.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,106.0,28,0,0.0,146,280.0,2325.0,778,0,0.0,2038,5141.0,1997.0,892,2214.0,18745.0,1132.0,4403,11879.0,130244.0
